Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	sumber	tahun	URL	Match-begin corpus position	Match-end corpus position
196	ekotmm01001020286	( PHK ) . Susiwijono berharap , kartu prakerja dapat	dimanfaatkan oleh mereka	yang terkena gelombang PHK untuk meningkatkan kompetensi . Proses soft	(_Z PHK_NN )_Z ._Z Susiwijono_NN berharap_VB ,_Z kartu_NN prakerja_NN dapat_MD	dimanfaatkan_VB oleh_IN mereka_PRP	yang_SC terkena_VB gelombang_NN PHK_NN untuk_SC meningkatkan_VB kompetensi_NN ._Z Proses_NN soft_FW	A_koran	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=195	27266509	27266511
197	C1A15066	meributkan hak asuh anak mereka satu-satunya . Walaupun perseteruan itu	dimenangkan olehnya	, namun ada dua syarat yang harus ia penuhi :	meributkan_VB hak_NN asuh_VB anak_NN mereka_PRP satu-satunya_JJ ._Z Walaupun_SC perseteruan_NN itu_PR	dimenangkan_VB olehnya_NN	,_Z namun_CC ada_VB dua_CD syarat_NN yang_SC harus_MD ia_PRP penuhi_VB :_Z	C_cerpen	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=196	5091131	5091132
198	I1E16001	Anda . Jadi , tidak perlu menggunakan istilah yang sulit	dimengerti oleh mereka	. Home Meeting Atau pertemuan di rumah . Presentasi Anda	Anda_PRP ._Z Jadi_VB ,_Z tidak_NEG perlu_MD menggunakan_VB istilah_NN yang_SC sulit_JJ	dimengerti_VB oleh_IN mereka_PRP	._Z Home_NN Meeting_NNP Atau_CC pertemuan_NN di_IN rumah_NN ._Z Presentasi_NN Anda_PRP	I_populer	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=197	20082159	20082161
199	F1A17010	( 2011 ) , kewenangan individu atas tubuhnya tidak sepenuhnya	dimiliki oleh dirinya	karena adanya batasan nilai-nilai moralitas yang tertanam dalam benak individu	(_Z 2011_CD )_Z ,_Z kewenangan_NN individu_NN atas_IN tubuhnya_NN tidak_NEG sepenuhnya_JJ	dimiliki_VB oleh_IN dirinya_NN	karena_SC adanya_NN batasan_NN nilai-nilai_NN moralitas_NN yang_SC tertanam_VB dalam_IN benak_NN individu_NN	F_jurnal	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=198	13107964	13107966
200	E1A18002	semua oleh para deva , para raksasa menuntut tirta amerta	dimiliki oleh mereka	. Tirta amerta pun kemudian dikuasai oleh para raksasa .	semua_CD oleh_IN para_DT deva_NN ,_Z para_DT raksasa_NN menuntut_VB tirta_NN amerta_JJ	dimiliki_VB oleh_IN mereka_PRP	._Z Tirta_NNP amerta_JJ pun_RP kemudian_CC dikuasai_VB oleh_IN para_DT raksasa_NN ._Z	E_buku_teks	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=199	10860036	10860038
201	F1A12010	narapidana wanita : Òhak hidup atau kebebasan kita 80 %	dimiliki oleh mereka	ÔpenjaraÕ dan cuma 20 % yang milik kita pribadi ,	narapidana_NN wanita_NN :_Z Òhak_NN hidup_NN atau_CC kebebasan_NN kita_PRP 80_CD %_SYM	dimiliki_VB oleh_IN mereka_PRP	ÔpenjaraÕ_NN dan_CC cuma_RB 20_CD %_SYM yang_SC milik_NN kita_PRP pribadi_NN ,_Z	F_jurnal	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=200	11868629	11868631
202	B3Z16008	amnesty oleh para pelanggar hukum ? Itu adalah hak yang	dimiliki oleh mereka	untuk meminta pengampunan . Jadi sama saja bahwa pengampunan pajak	amnesty_NN oleh_IN para_DT pelanggar_NN hukum_NN ?_Z Itu_PR adalah_VB hak_NN yang_SC	dimiliki_VB oleh_IN mereka_PRP	untuk_SC meminta_VB pengampunan_NN ._Z Jadi_VB sama_JJ saja_RB bahwa_SC pengampunan_NN pajak_NN	B_majalah	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=201	2955571	2955573
203	H1A19001	bahwa semangat kemandirian para alumni pondok pesantren itulah yang perlu	dimiliki oleh mereka	yang berwirausaha . Karena itulah , Hartarto memandang perlu adanya	bahwa_SC semangat_NN kemandirian_NN para_DT alumni_NN pondok_NN pesantren_NN itulah_PR yang_SC perlu_MD	dimiliki_VB oleh_IN mereka_PRP	yang_SC berwirausaha_VB ._Z Karena_SC itulah_PR ,_Z Hartarto_NN memandang_VB perlu_MD adanya_NN	H_biografi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=202	18683234	18683236
204	I1E13002	dengan perilaku dan watak pengusaha , karena sifat ini juga	dimiliki oleh mereka	yang bukan pengusaha . Wirausaha meliputi semua aspek pekerjaan ,	dengan_IN perilaku_NN dan_CC watak_NN pengusaha_NN ,_Z karena_SC sifat_NN ini_PR juga_RB	dimiliki_VB oleh_IN mereka_PRP	yang_SC bukan_NEG pengusaha_NN ._Z Wirausaha_NN meliputi_VB semua_CD aspek_NN pekerjaan_NN ,_Z	I_populer	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=203	19821174	19821176
205	F1A15018	akrab dan menjadi milik publik , bukan sesuatu yang hanya	dimiliki oleh mereka	yang melek teknologi digital belaka ( Priyono , dkk ,	akrab_JJ dan_CC menjadi_VB milik_NN publik_NN ,_Z bukan_NEG sesuatu_PRP yang_SC hanya_RB	dimiliki_VB oleh_IN mereka_PRP	yang_SC melek_VB teknologi_NN digital_JJ belaka_RB (_Z Priyono_NN ,_Z dkk_NN ,_Z	F_jurnal	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=204	12682634	12682636
206	F1A19010	fakir miskin pada masing-masing OPD menetapkan kriteria tertentu yang belum	dimiliki oleh mereka	yang terdaftar dalam DT PPFM ; ( c ) Sasaran	fakir_NN miskin_JJ pada_IN masing-masing_CD OPD_NN menetapkan_VB kriteria_NN tertentu_JJ yang_SC belum_NEG	dimiliki_VB oleh_IN mereka_PRP	yang_SC terdaftar_VB dalam_IN DT_NN PPFM_NN ;_Z (_Z c_NN )_Z Sasaran_NN	F_jurnal	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=205	13587791	13587793
207	I1E17002	? Ketika ia tahu apa saja yang dinaiki dan nggak	dimiliki olehnya	, abas mengetahui kelebihan dan kelemahan . Dengan begitu ,	?_Z Ketika_SC ia_PRP tahu_VB apa_WH saja_RB yang_SC dinaiki_VB dan_CC nggak_NN	dimiliki_VB olehnya_NN	,_Z abas_NN mengetahui_VB kelebihan_NN dan_CC kelemahan_NN ._Z Dengan_SC begitu_PR ,_Z	I_populer	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=206	20142703	20142704
208	K1K120008	dan lokasi penanaman disesuaikan dengan rencana program penghijauan yang telah	dimiliki olehnya	. " Pohon Ketapang Kencana merupakan jenis tanaman yang berfungsi	dan_CC lokasi_NN penanaman_NN disesuaikan_VB dengan_IN rencana_NN program_NN penghijauan_NN yang_SC telah_MD	dimiliki_VB olehnya_NN	._Z "_Z Pohon_NN Ketapang_NN Kencana_NN merupakan_VB jenis_NND tanaman_NN yang_SC berfungsi_VB	K_laman_resmi	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=207	26338286	26338287
209	C1A20071	Tidak lagi bodoh dengan menunggu lelaki yang tidak pernah merasa	dimiliki olehnya	. Malam itu dalam gigilnya , Mak Iti seperti didatangi	Tidak_NEG lagi_RB bodoh_JJ dengan_SC menunggu_VB lelaki_NN yang_SC tidak_NEG pernah_MD merasa_VB	dimiliki_VB olehnya_NN	._Z Malam_NN itu_PR dalam_IN gigilnya_NN ,_Z Mak_NN Iti_NN seperti_IN didatangi_VB	C_cerpen	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=208	6358374	6358375
210	B1Z19005	baik film yang diproduserinya ataupun kedai kopi yang juga sebagian	dimiliki olehnya	. Namun tak banyak yang tahu jika Handoko juga merupakan	baik_CC film_NN yang_SC diproduserinya_VB ataupun_CC kedai_NN kopi_NN yang_SC juga_RB sebagian_CD	dimiliki_VB olehnya_NN	._Z Namun_CC tak_NEG banyak_CD yang_SC tahu_VB jika_SC Handoko_NN juga_RB merupakan_VB	B_majalah	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=209	3512934	3512935
211	H1A17004	hidup saya pun meningkat . Bayangkan jika pada saat saya	dimotivasi olehnya	, saya mundur karena tak berani , mungkin saya tidak	hidup_NN saya_PRP pun_RP meningkat_VB ._Z Bayangkan_VB jika_SC pada_IN saat_NN saya_PRP	dimotivasi_VB olehnya_NN	,_Z saya_PRP mundur_VB karena_SC tak_NEG berani_JJ ,_Z mungkin_MD saya_PRP tidak_NEG	H_biografi	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=210	18389390	18389391
212	H1A14001	sedang menyampaikan pembicaraan , ia menyiapkan jawaban pertanyaan yang mungkin	dimunculkan oleh mereka	yang hadir . Di sana banyak buruh perkapalan yang telah	sedang_MD menyampaikan_VB pembicaraan_NN ,_Z ia_PRP menyiapkan_VB jawaban_NN pertanyaan_NN yang_SC mungkin_MD	dimunculkan_VB oleh_IN mereka_PRP	yang_SC hadir_VB ._Z Di_IN sana_PR banyak_CD buruh_NN perkapalan_NN yang_SC telah_MD	H_biografi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=211	17485879	17485881
213	D1A15001	diam tak bergeming di kursi belakang helikopter yang kini sedang	dinaiki oleh mereka	. Lintang berhasil membujuk ayahnya untuk meminjami helikopter milik perusahaan	diam_VB tak_NEG bergeming_VB di_IN kursi_NN belakang_NN helikopter_NN yang_SC kini_NN sedang_MD	dinaiki_VB oleh_IN mereka_PRP	._Z Lintang_NN berhasil_VB membujuk_VB ayahnya_NN untuk_SC meminjami_VB helikopter_NN milik_NN perusahaan_NN	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=212	7670082	7670084
214	B3Z18013	saya merasa aman , nyaman , dan betul-betul siap untuk	dioperasi oleh beliau	? Jawabannya adalah , ethos , logos , dan pathos-nya	saya_PRP merasa_VB aman_JJ ,_Z nyaman_JJ ,_Z dan_CC betul-betul_RB siap_VB untuk_SC	dioperasi_VB oleh_IN beliau_PRP	?_Z Jawabannya_NN adalah_VB ,_Z ethos_NN ,_Z logos_NN ,_Z dan_CC pathos-nya_NN	B_majalah	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=213	3472287	3472289
215	F1C18009	bisa ... . . Argumen saya tidak diterima ; tidak	dipahami oleh mereka	. Misalnya , jika saya berbicara benar , mereka harus	bisa_MD ..._Z ._Z ._Z Argumen_NN saya_PRP tidak_NEG diterima_VB ;_Z tidak_NEG	dipahami_VB oleh_IN mereka_PRP	._Z Misalnya_JJ ,_Z jika_SC saya_PRP berbicara_VB benar_JJ ,_Z mereka_PRP harus_MD	F_jurnal	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=214	13474347	13474349
216	H1A19005	karena Rasul tidak pernah melakukan . " Seringkali juga interfaith	dipahami oleh mereka	secara salah sebagai penyatuan agama-agama ( religions unification ) .	karena_SC Rasul_NNP tidak_NEG pernah_MD melakukan_VB ._Z "_Z Seringkali_NN juga_RB interfaith_JJ	dipahami_VB oleh_IN mereka_PRP	secara_IN salah_JJ sebagai_IN penyatuan_NN agama-agama_NN (_Z religions_NN unification_NN )_Z ._Z	H_biografi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=215	18883987	18883989
217	C1A12032	dan pikiranmu segera menjadi segar . Parfum apa sebenarnya yang	dipakai olehnya	? Pikirmu tak mampu mengenyahkan rasa penasaran yang mulai terasa	dan_CC pikiranmu_NN segera_RB menjadi_VB segar_JJ ._Z Parfum_NN apa_WH sebenarnya_RB yang_SC	dipakai_VB olehnya_NN	?_Z Pikirmu_NN tak_NEG mampu_JJ mengenyahkan_VB rasa_NN penasaran_JJ yang_SC mulai_VB terasa_VB	C_cerpen	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=216	4292468	4292469
218	H1A19005	itu tentunya terjadi karena salah memahami bahasa . Bahwa yang	dipakai olehnya	adalah bahasa dakwah , bukan bahasa agama . " Bahasa	itu_PR tentunya_JJ terjadi_VB karena_SC salah_JJ memahami_VB bahasa_NNP ._Z Bahwa_SC yang_SC	dipakai_VB olehnya_NN	adalah_VB bahasa_NN dakwah_NN ,_Z bukan_NEG bahasa_NN agama_NN ._Z "_Z Bahasa_NN	H_biografi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=217	18896893	18896894
219	C1A18156	berminggu-minggu , usai mendengar bisikan si pohon serta merasa yakin	dipandangi olehnya	selama saya berada dalam jarak jangkau pandangnya . Lalu saya	berminggu-minggu_CD ,_Z usai_SC mendengar_VB bisikan_NN si_DT pohon_NN serta_CC merasa_VB yakin_JJ	dipandangi_VB olehnya_NN	selama_IN saya_PRP berada_VB dalam_IN jarak_NN jangkau_NN pandangnya_NN ._Z Lalu_CC saya_PRP	C_cerpen	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=218	5987757	5987758
220	B3X14003	terlalu dekat dengan jendela , tapi tidak memiliki peluang untuk	dipanjat olehnya	. Beberapa orang yang takut ketinggian , akan merasa terancam	terlalu_RB dekat_JJ dengan_IN jendela_NN ,_Z tapi_CC tidak_NEG memiliki_VB peluang_NN untuk_SC	dipanjat_VB olehnya_NN	._Z Beberapa_CD orang_NN yang_SC takut_JJ ketinggian_NN ,_Z akan_MD merasa_VB terancam_VB	B_majalah	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=219	2471727	2471728
221	I1C19001	aspek ini menegaskan bahwa proses pengembangan profesionalisme seorang guru sejatinya	dipengaruhi oleh dirinya	sendiri terutama berkenaan dengan unsur keyakinan , sikap , karakter	aspek_NN ini_PR menegaskan_VB bahwa_SC proses_NN pengembangan_NN profesionalisme_NN seorang_NND guru_NN sejatinya_RB	dipengaruhi_VB oleh_IN dirinya_NN	sendiri_NN terutama_JJ berkenaan_VB dengan_IN unsur_NN keyakinan_NN ,_Z sikap_NN ,_Z karakter_NN	I_populer	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=220	19464863	19464865
222	F1A19007	kebutuhan hidup keluarganya . Pendidikan tidak menjadi sebuah prioritas untuk	dipenuhi oleh mereka	. Kondisi kehidupan menuntut mereka untuk memilih langkah safety firt	kebutuhan_NN hidup_NN keluarganya_NN ._Z Pendidikan_NN tidak_NEG menjadi_VB sebuah_NND prioritas_NN untuk_SC	dipenuhi_VB oleh_IN mereka_PRP	._Z Kondisi_NN kehidupan_NN menuntut_VB mereka_PRP untuk_SC memilih_VB langkah_NN safety_NN firt_NN	F_jurnal	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=221	13563560	13563562
223	C1A12002	, dengan lahan yang makin menyempit seperti tikar pandan karena	dipenuhi oleh mereka	yang terus berdatangan seperti rombongan semut di malam buta ,	,_Z dengan_IN lahan_NN yang_SC makin_RB menyempit_VB seperti_IN tikar_NN pandan_NN karena_SC	dipenuhi_VB oleh_IN mereka_PRP	yang_SC terus_RB berdatangan_VB seperti_IN rombongan_NN semut_NN di_IN malam_NN buta_JJ ,_Z	C_cerpen	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=222	4231182	4231184
224	F1A12011	antara kecamatan lainnya , yaitu 27 desa . Jabatan klŽbun	diperankan oleh mereka	yang secara ekonomi tergolong mapan karena biaya pemilihannya dibebankan oleh	antara_NN kecamatan_NN lainnya_JJ ,_Z yaitu_SC 27_CD desa_NN ._Z Jabatan_NN klŽbun_NN	diperankan_VB oleh_IN mereka_PRP	yang_SC secara_IN ekonomi_NN tergolong_VB mapan_JJ karena_SC biaya_NN pemilihannya_NN dibebankan_VB oleh_IN	F_jurnal	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=223	11877502	11877504
225	H1A16004	karier beliau sejak Januari 2015 , ada sistem yang ingin	diperbaiki oleh beliau	. " Misalnya , lanjut Tamsil , para pemimpin di	karier_NN beliau_PRP sejak_IN Januari_NNP 2015_CD ,_Z ada_VB sistem_NN yang_SC ingin_RB	diperbaiki_VB oleh_IN beliau_PRP	._Z "_Z Misalnya_JJ ,_Z lanjut_VB Tamsil_NN ,_Z para_DT pemimpin_NN di_IN	H_biografi	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=224	18180969	18180971
226	D1A15001	sering merenung , merunut kemungkinan ada hal-hal buruk yang telah	diperbuat olehnya	hingga menyebabkan Tuhan murka padanya . Sementara itu Sujarman mulai	sering_RB merenung_VB ,_Z merunut_VB kemungkinan_MD ada_VB hal-hal_NN buruk_JJ yang_SC telah_MD	diperbuat_VB olehnya_NN	hingga_SC menyebabkan_VB Tuhan_NNP murka_VB padanya_NN ._Z Sementara_SC itu_PR Sujarman_NN mulai_VB	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=225	7620549	7620550
227	H1A13004	Selama musim haji mahasiswa kita libur kuliah . Kesempatan tersebut	dipergunakan oleh mereka	mencari penghasilan tambahan sebagai penuntun haji . Menempuh perjalanan hampir	Selama_IN musim_NN haji_NN mahasiswa_NN kita_PRP libur_VB kuliah_NN ._Z Kesempatan_NN tersebut_PR	dipergunakan_VB oleh_IN mereka_PRP	mencari_VB penghasilan_NN tambahan_NN sebagai_IN penuntun_NN haji_NN ._Z Menempuh_VB perjalanan_NN hampir_RB	H_biografi	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=226	17366911	17366913
228	I1H17001	standar ISO , HACCP ( standar keamanan pangan ) sangat	diperhatikan oleh mereka	, bahkan produk yang saya kirim ditemukan ada logam di-reject	standar_NN ISO_NN ,_Z HACCP_NN (_Z standar_NN keamanan_NN pangan_NN )_Z sangat_RB	diperhatikan_VB oleh_IN mereka_PRP	,_Z bahkan_RB produk_NN yang_SC saya_PRP kirim_VB ditemukan_VB ada_VB logam_NN di-reject_NN	I_populer	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=227	21116679	21116681
229	H1A14001	tidak harus dikerjakan oleh anak-anaknya , merupakan contoh yang perlu	diperhatikan oleh mereka	dan berisi pendidikan supaya orang rajin dan tidak bermalas-malasan .	tidak_NEG harus_MD dikerjakan_VB oleh_IN anak-anaknya_NN ,_Z merupakan_VB contoh_NN yang_SC perlu_MD	diperhatikan_VB oleh_IN mereka_PRP	dan_CC berisi_VB pendidikan_NN supaya_SC orang_NN rajin_JJ dan_CC tidak_NEG bermalas-malasan_VB ._Z	H_biografi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=228	17488204	17488206
230	H1A14003	memperhatikan masalah kesehatan anak-anak Hati Suci . Kebersihan makanan sangat	diperhatikan olehnya	. Olah raga juga menjadi kegiatan rutin anak-anak agar kesehatan	memperhatikan_VB masalah_NN kesehatan_NN anak-anak_NN Hati_NN Suci_JJ ._Z Kebersihan_NN makanan_NN sangat_RB	diperhatikan_VB olehnya_NN	._Z Olah_NN raga_NN juga_RB menjadi_VB kegiatan_NN rutin_NN anak-anak_NN agar_SC kesehatan_NN	H_biografi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=229	17590545	17590546
231	E1C16001	Ken Arok untuk membunuh Tunggul Ametung agar Ken Dedes dapat	diperistri olehnya	. Ternyata benar , Tunggul Ametung dapat dibunuh oleh Ken	Ken_NNP Arok_NN untuk_SC membunuh_VB Tunggul_NN Ametung_NN agar_SC Ken_NNP Dedes_NN dapat_MD	diperistri_VB olehnya_NN	._Z Ternyata_VB benar_JJ ,_Z Tunggul_NN Ametung_NN dapat_MD dibunuh_VB oleh_IN Ken_NNP	E_buku_teks	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=230	10354366	10354367
232	I1H12003	Perlakukan rekan Anda ( orang lain ) sebagaimana Anda ingin	diperlakukan oleh mereka	. Kesembilan : Keajaiban Abad 21 Selamat datang di abad	Perlakukan_NN rekan_NN Anda_PRP (_Z orang_NN lain_JJ )_Z sebagaimana_SC Anda_PRP ingin_RB	diperlakukan_VB oleh_IN mereka_PRP	._Z Kesembilan_CD :_Z Keajaiban_NN Abad_NN 21_CD Selamat_JJ datang_VB di_IN abad_NN	I_populer	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=231	20874920	20874922
233	D1A11005	mereka anggap tidak terlalu perlu . Lagak-laku serupa itu biasanya	diperlihatkan oleh mereka	yang baru saja memasuki masa kegadisan , dan memang mereka	mereka_PRP anggap_VB tidak_NEG terlalu_RB perlu_JJ ._Z Lagak-laku_NN serupa_NN itu_PR biasanya_RB	diperlihatkan_VB oleh_IN mereka_PRP	yang_SC baru_MD saja_RB memasuki_VB masa_NN kegadisan_NN ,_Z dan_CC memang_RB mereka_PRP	D_novel	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=232	6794737	6794739
234	I1E17002	Intuitmg memang harus lebih kreatif dari dirinya . Karena yang	diperlukan oleh dirinya	adalah sesuatu yang sukar dan mahal , yaitu ruang gerak	Intuitmg_NN memang_RB harus_MD lebih_RB kreatif_JJ dari_IN dirinya_NN ._Z Karena_SC yang_SC	diperlukan_VB oleh_IN dirinya_NN	adalah_VB sesuatu_PRP yang_SC sukar_JJ dan_CC mahal_JJ ,_Z yaitu_SC ruang_NN gerak_NN	I_populer	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=233	20148021	20148023
235	E1B13001	dikeringkan . Ikan laut yang dihasilkan oleh penduduk pantai sangat	diperlukan oleh mereka	yang bertempat tinggal di pedalaman . b ) Kehidupan Sosial	dikeringkan_VB ._Z Ikan_NN laut_NN yang_SC dihasilkan_VB oleh_IN penduduk_NN pantai_NN sangat_RB	diperlukan_VB oleh_IN mereka_PRP	yang_SC bertempat_VB tinggal_VB di_IN pedalaman_NN ._Z b_NN )_Z Kehidupan_NN Sosial_JJ	E_buku_teks	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=234	9591172	9591174
236	I1E16001	dan usia . Pada dasarnya bisnis ini sangat cocok dan	diperlukan oleh mereka	yang mendambakan taraf hidup yang lebih baik , mereka yang	dan_CC usia_NN ._Z Pada_IN dasarnya_NN bisnis_NN ini_PR sangat_RB cocok_JJ dan_CC	diperlukan_VB oleh_IN mereka_PRP	yang_SC mendambakan_VB taraf_NN hidup_NN yang_SC lebih_RB baik_JJ ,_Z mereka_PRP yang_SC	I_populer	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=235	20091026	20091028
237	D1A15001	rencana telah disusun bersama dengan Harum Manis yang mengaku sudi	dipersunting olehnya	. Laki-laki itu kini terlihat jauh lebih bahagia . Melihat	rencana_NN telah_MD disusun_VB bersama_VB dengan_IN Harum_JJ Manis_JJ yang_SC mengaku_VB sudi_NN	dipersunting_VB olehnya_NN	._Z Laki-laki_NN itu_PR kini_NN terlihat_VB jauh_JJ lebih_RB bahagia_NN ._Z Melihat_VB	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=236	7619427	7619428
238	K1A212060	sebaik-baiknya . Para mahasiswa diharapkan tak lupa akan kewajiban yang	dipikul oleh mereka	. ÒSelain hak anda untuk mendapatkan beasiswa , ada suatu	sebaik-baiknya_RB ._Z Para_DT mahasiswa_NN diharapkan_VB tak_NEG lupa_VB akan_MD kewajiban_NN yang_SC	dipikul_VB oleh_IN mereka_PRP	._Z ÒSelain_NN hak_NN anda_PRP untuk_SC mendapatkan_VB beasiswa_NN ,_Z ada_VB suatu_CD	K_laman_resmi	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=237	24235542	24235544
239	I1D20001	mendasarkan diri pada teori penerimaan . Pada konsep ini pimpinan	dipilih oleh mereka	yang akan jadi bawahannya . Meskipun tampaknya beda konsep ini	mendasarkan_VB diri_NN pada_IN teori_NN penerimaan_NN ._Z Pada_IN konsep_NN ini_PR pimpinan_NN	dipilih_VB oleh_IN mereka_PRP	yang_SC akan_MD jadi_VB bawahannya_NN ._Z Meskipun_SC tampaknya_RB beda_JJ konsep_NN ini_PR	I_populer	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=238	19660370	19660372
240	H1A20001	dalam Reformasi Intelijen Negara . Cabang-cabang BI di seluruh Jawa	dipimpin oleh mereka	yang ikut latihan pertama . Mereka harus berhubungan baik dengan	dalam_IN Reformasi_NN Intelijen_NNP Negara_NNP ._Z Cabang-cabang_NN BI_NNP di_IN seluruh_CD Jawa_NNP	dipimpin_VB oleh_IN mereka_PRP	yang_SC ikut_VB latihan_NN pertama_OD ._Z Mereka_PRP harus_MD berhubungan_VB baik_JJ dengan_IN	H_biografi	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=239	18900777	18900779
241	H1A12002	juga mempunyai nuansa politik . Sebagian perlawanan terhadap kolonial Belanda	dipimpin oleh mereka	yang pulang dari tanah suci . Dukungan dari Syarif Besar	juga_RB mempunyai_VB nuansa_NN politik_NN ._Z Sebagian_CD perlawanan_NN terhadap_IN kolonial_JJ Belanda_NNP	dipimpin_VB oleh_IN mereka_PRP	yang_SC pulang_VB dari_IN tanah_NN suci_JJ ._Z Dukungan_NN dari_IN Syarif_NNP Besar_NNP	H_biografi	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=240	17079570	17079572
242	E1B15001	Mr . Ahmad Subarjo melaporkan hasil rapat Panitia Kecil yang	dipimpin olehnya	. Hasil rapat Panitia Kecil mengajukan adanya 13 kementerian .	Mr_NN ._Z Ahmad_NNP Subarjo_NN melaporkan_VB hasil_NN rapat_NN Panitia_NN Kecil_JJ yang_SC	dipimpin_VB olehnya_NN	._Z Hasil_NN rapat_NN Panitia_NN Kecil_JJ mengajukan_VB adanya_NN 13_CD kementerian_NNP ._Z	E_buku_teks	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=241	10110787	10110788
243	G1A12001	dalam menentukan langkah dan arah ketika proses pendidikan digulirkan dan	dipraktekkan oleh mereka	. Disinilah usaha humanisasi bagi kelompok manusia yang terkuasai .	dalam_IN menentukan_VB langkah_NN dan_CC arah_NN ketika_SC proses_NN pendidikan_NN digulirkan_VB dan_CC	dipraktekkan_VB oleh_IN mereka_PRP	._Z Disinilah_NN usaha_NN humanisasi_NN bagi_IN kelompok_NN manusia_NN yang_SC terkuasai_VB ._Z	G_disertasi_tesis_skripsi	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=242	14290435	14290437
